song_id,song_name,song_popularity,artist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
2vwvGMStv1nEuoOTd4xgMu,Tiimmy Turner - Remix,53,7pFeBzX627ff0VnN6bxPR4,0.792,0.451,1,-6.473,1,0.101,0.211,0,0.12,0.365,122.997,141613
5YYjsDIxJKpVgNLkPpBmRA,Up,50,7pFeBzX627ff0VnN6bxPR4,0.911,0.632,8,-7.567,1,0.427,0.0222,4.67e-6,0.254,0.382,144.018,235677
1W8vII5CLpMMzAGvGlAgCk,Liife,50,7pFeBzX627ff0VnN6bxPR4,0.684,0.612,4,-6.007,0,0.289,0.11,0,0.331,0.295,77.495,197680
5b9qArPaYpmfQiDy1NyOnk,I Get That,50,7pFeBzX627ff0VnN6bxPR4,0.652,0.834,5,-4.834,0,0.33,0.0876,1.02e-4,0.202,0.52,142.038,128451
1lAJUXyP5S2dUYHer1xBas,Drunk And Nasty (feat. Sharc),73,3x3jSlhyv5CiCZDZlaTq0M,0.779,0.487,1,-8.642,1,0.165,0.28,0,0.166,0.0915,127.049,299971
09hbZ8vF8YmlVQq55Ai1Ay,Switching Lanes (feat. Playboi Carti),64,3x3jSlhyv5CiCZDZlaTq0M,0.458,0.506,1,-9.596,0,0.2,0.408,0,0.347,0.736,163.028,190097
4k95J448xydiVtD4PXMvpY,Poof,62,3x3jSlhyv5CiCZDZlaTq0M,0.804,0.506,0,-8.413,0,0.261,0.0506,1.26e-6,0.134,0.611,81.451,183108
4sylKPWeCdJnAvZdflt0y5,Sunflower Seeds,62,3x3jSlhyv5CiCZDZlaTq0M,0.927,0.486,10,-7.236,1,0.309,0.318,1.72e-5,0.0973,0.353,136.966,182320
23aigxgRn6cVPxkJF3S5oe,4U,57,3x3jSlhyv5CiCZDZlaTq0M,0.412,0.482,1,-10.717,0,0.106,0.232,0.0061,0.124,0.136,108.793,218000
7491l7CnemDkYH0jsoLvYr,Guillotine,56,3x3jSlhyv5CiCZDZlaTq0M,0.703,0.463,4,-6.939,0,0.0528,0.0132,0,0.348,0.234,162.924,179891
6632oMF5zGOZLheR7xf3Ee,HULU,55,3x3jSlhyv5CiCZDZlaTq0M,0.763,0.454,1,-10.125,0,0.0527,0.434,9.91e-5,0.299,0.407,121.008,312760
0VLkwjIaeJM5KMjcVVybBp,Couch,54,3x3jSlhyv5CiCZDZlaTq0M,0.74,0.587,11,-7.334,0,0.134,0.0108,4.69e-6,0.858,0.605,129.067,263720
0A6HaigqQKZd1wzjI0JrvG,Yo Pi'erre (feat. Playboi Carti),53,3x3jSlhyv5CiCZDZlaTq0M,0.641,0.639,11,-7.763,0,0.274,0.0107,0,0.0515,0.803,163.005,167816
3nciU0IBvo0VjKMmsJW4OU,Biology 101,52,3x3jSlhyv5CiCZDZlaTq0M,0.707,0.628,5,-7.673,1,0.0506,0.199,0,0.559,0.391,138.073,187618
6YaqOWXEVjjsGmT00UEb2y,Not One of Dem,60,0bZ9jANLkwEFVcSnHnwrpb,0.744,0.507,2,-10.813,1,0.255,0.00322,8.19e-5,0.112,0.315,76.974,129914
6OtJ8Jjjqv6rI2sEbJWD02,Astral Plane (High As Me),56,0bZ9jANLkwEFVcSnHnwrpb,0.709,0.541,10,-7.689,0,0.0478,0.075,0,0.276,0.167,81.98,173333
7AsGB0lHuuPf07kiQURb8M,Paper,54,0bZ9jANLkwEFVcSnHnwrpb,0.775,0.607,7,-6.011,1,0.0519,0.0692,0.00178,0.107,0.281,157.968,199001
4KT2zfyEehqqqJq4iIC3GW,Devil On Yo Right Shoulder,52,0bZ9jANLkwEFVcSnHnwrpb,0.743,0.502,2,-8.882,1,0.12,0.155,0,0.12,0.303,159.021,157026
5bNrUcuk5gjy6Ko2dbfWhZ,Today,51,0bZ9jANLkwEFVcSnHnwrpb,0.639,0.608,9,-7.775,1,0.0379,0.0624,1.02e-5,0.311,0.182,141.927,217212
0dA2ryH8o75tiXdQndWw3s,PAY UP!,51,0bZ9jANLkwEFVcSnHnwrpb,0.582,0.754,1,-5.804,0,0.035,0.033,0,0.131,0.368,77.521,148715
1QlYeIfIlj2PI9mKN9gElX,Pure,49,0bZ9jANLkwEFVcSnHnwrpb,0.767,0.466,5,-12.771,0,0.224,0.107,0,0.144,0.44,113.392,135800
1YsSCZ6uwOgNAd4tmQhGuR,WHAT,49,0bZ9jANLkwEFVcSnHnwrpb,0.77,0.671,0,-10.179,1,0.28,0.0171,0,0.44,0.763,130.982,207282
2AjDNRXYz7GFLRPPHIAWmv,Cap to Me,48,0bZ9jANLkwEFVcSnHnwrpb,0.672,0.414,5,-10.535,0,0.09,0.00303,0,0.261,0.168,133.99,203700
1C1TPX3mT0z3nZGmOmBDjX,Time To Live,48,0bZ9jANLkwEFVcSnHnwrpb,0.597,0.481,1,-10.423,1,0.138,0.00111,2.64e-5,0.379,0.528,162.836,105300
5WphWTUIfRe7x8NZss79cY,Let Me Love You,66,20s0P9QLxGqKuCsGwFsp7w,0.622,0.593,7,-8.352,0,0.0916,0.163,0,0.0979,0.607,94.364,249093
174rZBKJAqD10VBnOjlQQ3,How Do I Breathe,69,20s0P9QLxGqKuCsGwFsp7w,0.684,0.455,5,-8.216,1,0.0307,0.215,1.08e-6,0.263,0.487,97.956,216893
2cxbxpHrND6i4uvUGVvC9J,Just a Friend 2002 - Radio Edit,62,20s0P9QLxGqKuCsGwFsp7w,0.538,0.677,0,-6.099,1,0.187,0.00541,0,0.236,0.913,132.346,214200
74CjepodJooOCQkrGCwE4C,Get Back (feat. Chris Brown),61,20s0P9QLxGqKuCsGwFsp7w,0.664,0.45,8,-9.125,1,0.166,0.204,4.45e-6,0.171,0.254,90.991,222168
1KKpOFUTS8B9pD5x3PevoX,I Choose You,58,20s0P9QLxGqKuCsGwFsp7w,0.673,0.628,9,-5.192,1,0.0683,0.0819,0,0.0812,0.708,90.107,263013
3lMgczyYCjVDpJX8Wl2ilu,Crying Out For Me,56,20s0P9QLxGqKuCsGwFsp7w,0.509,0.72,1,-6.935,1,0.0682,0.196,0,0.284,0.505,130.063,288387
5gikplVdSoYfG0YKCRuicp,Music For Love,55,20s0P9QLxGqKuCsGwFsp7w,0.705,0.423,0,-5.855,1,0.0451,0.106,0,0.209,0.466,123.431,229600
4UP5HP7IAnNdxD01g1lzQp,Break Up,54,20s0P9QLxGqKuCsGwFsp7w,0.44,0.517,0,-7.355,1,0.363,0.428,0,0.173,0.475,73.881,249027
3FpxgSaFXy0UkJ1oQ9c3Lg,Skippin',54,20s0P9QLxGqKuCsGwFsp7w,0.795,0.65,10,-6.882,0,0.216,0.198,0,0.123,0.617,123.898,238960
3SjS9Y86t8BiecD1Wq7r4o,How Could You,50,20s0P9QLxGqKuCsGwFsp7w,0.843,0.48,11,-7.031,0,0.143,0.0468,0,0.081,0.743,122.005,236000
3taIcgVjePRzkdz0ZmJbOi,Boyfriend #2,57,6dROiL44pIQZVNZ6Bc0OJO,0.648,0.767,8,-5.052,1,0.0608,0.0219,0,0.19,0.796,141.906,207400
5klW2KKu4GaHWfTR01ywrj,Did You Wrong,54,6dROiL44pIQZVNZ6Bc0OJO,0.598,0.786,0,-5.037,1,0.0405,0.04,0,0.252,0.367,105.03,259000
1aBEFbPUBkPqjpgpwIeN0W,I Love Girls,52,6dROiL44pIQZVNZ6Bc0OJO,0.772,0.693,7,-8.491,1,0.146,0.0221,0,0.175,0.645,120.197,233749
7kwPsdI7w4itKER0MyipGj,Letter To My Ex,48,6dROiL44pIQZVNZ6Bc0OJO,0.664,0.595,2,-6.423,1,0.0406,0.181,0,0.272,0.619,130.083,206907
48TPQWN8wy8vgJ0rKWM0z3,Under,48,6dROiL44pIQZVNZ6Bc0OJO,0.675,0.678,5,-7.151,0,0.0625,0.202,1.49e-6,0.144,0.474,119.986,231160
7GChr3qNhTYzKmoYnBpRA7,Rock with You,45,6dROiL44pIQZVNZ6Bc0OJO,0.694,0.702,8,-4.63,1,0.0605,0.0645,0,0.155,0.495,130.109,256154
01BrGoe3LImmgQO75WoPC8,Start Over,42,6dROiL44pIQZVNZ6Bc0OJO,0.641,0.647,1,-7.911,1,0.0683,0.182,0,0.122,0.356,80.007,256747
1fsARAG3aX3F3wiPgASp4D,She Likes,40,6dROiL44pIQZVNZ6Bc0OJO,0.487,0.665,10,-6.187,1,0.129,0.324,0,0.127,0.249,119.858,258000
7oFD7mk0nwHgDrMQGcmS0h,Gotta Have You,39,6dROiL44pIQZVNZ6Bc0OJO,0.56,0.639,8,-6.978,1,0.034,0.0277,0,0.154,0.405,123.847,169907
5YeUy9VsgMPGseipgEVv0z,Paralyzed,38,6dROiL44pIQZVNZ6Bc0OJO,0.51,0.664,1,-5.989,1,0.258,0.159,1.19e-4,0.0938,0.56,96.021,190000
3B7i9OKRRmIsSBHEbJz58Y,Grind With Me,65,6XwcepfAsPhrvwziGxhwju,0.7,0.538,1,-5.952,1,0.045,2.04e-4,0,0.105,0.189,136.518,237733
5y4TDQdYzlT4eoQIPOgNDz,Your Body,62,6XwcepfAsPhrvwziGxhwju,0.838,0.594,4,-5.695,0,0.113,0.176,0,0.0867,0.507,90.038,240040
1zyqZONW985Cs4osz9wlsu,On the Hotline - Amended Version,61,6XwcepfAsPhrvwziGxhwju,0.704,0.854,10,-5.477,0,0.183,0.0185,0,0.148,0.688,92.988,242587
6UsXVsM4j5lG3F4QDf5cdj,Nothing but a Number,57,6XwcepfAsPhrvwziGxhwju,0.744,0.482,1,-7.276,1,0.0517,0.251,0,0.106,0.199,116.025,299133
1ILtQzEsKALgFVVlbeqCGS,Grind With Me,51,6XwcepfAsPhrvwziGxhwju,0.667,0.523,1,-5.817,1,0.0311,5.16e-4,0,0.0978,0.181,136.547,239387
2UW9flihkcHuCwWaUOmC1d,Juicy (feat. Static Major),49,6XwcepfAsPhrvwziGxhwju,0.815,0.451,10,-6.486,1,0.0458,0.0661,0,0.0782,0.392,120.042,287933
5NoadN01QBbg8LF3DxojAV,Shorty Be Mine,48,6XwcepfAsPhrvwziGxhwju,0.704,0.608,9,-5.562,0,0.048,0.0705,0,0.21,0.714,136.068,249680
0AwL1CLIfKxguVKMb8eQoV,Your Body - Amended Version,48,6XwcepfAsPhrvwziGxhwju,0.827,0.632,9,-5.36,0,0.102,0.171,0,0.114,0.567,90.024,240040
7q9dfkHRzed4NaYBarcuSd,Love Like Honey,47,6XwcepfAsPhrvwziGxhwju,0.733,0.611,11,-5.122,1,0.0415,0.00491,0,0.0712,0.22,120.007,318187
7B1GW9WZj5oTCCZ0X2SAbv,Get a Little Closer,45,6XwcepfAsPhrvwziGxhwju,0.696,0.618,4,-6.652,0,0.107,0.00574,0,0.305,0.769,78.023,271013
6TlRNJaezOdzdECnQeRuMM,Bed,66,7G6hXrjGpi6I7waNl4wxAk,0.684,0.606,5,-7.268,0,0.0504,0.17,0,0.058,0.723,127.901,275107
3nJjIYchBNkYm7B8XfJf5N,Suffocate - Superclean,61,7G6hXrjGpi6I7waNl4wxAk,0.458,0.445,9,-8.391,0,0.361,0.64,0,0.118,0.447,82.82,220053
3QBPqp9uOfFwNxkw5idavo,Forever Ain't Enough,48,7G6hXrjGpi6I7waNl4wxAk,0.661,0.366,7,-8.176,1,0.0415,0.588,0,0.134,0.357,129.744,262757
05YlrhaVCl39LCnvekFVPe,I Won't Tell,46,7G6hXrjGpi6I7waNl4wxAk,0.61,0.768,1,-7.932,1,0.397,0.0334,0,0.253,0.352,183.83,229627
6emNre2j2rvBnCnwSyDboG,It's Yours,45,7G6hXrjGpi6I7waNl4wxAk,0.642,0.762,8,-4.468,1,0.0995,0.049,0,0.359,0.206,119.866,246240
0M6vk88rO27G7l5Q1XV1WL,Come Here,44,7G6hXrjGpi6I7waNl4wxAk,0.598,0.638,4,-7.271,0,0.0825,0.0195,0,0.0902,0.422,79.956,210400
4wrFyDplCvz8wtRL7s1nhM,Pimp In Me,42,7G6hXrjGpi6I7waNl4wxAk,0.582,0.642,5,-7.999,0,0.0383,0.00178,0,0.222,0.105,124.043,265227
6Zrk0AN8m6kxoIp9KcSydJ,Good For Each Other,41,7G6hXrjGpi6I7waNl4wxAk,0.686,0.606,5,-6.254,0,0.109,0.00147,3.15e-5,0.279,0.556,133.741,213027
68E4P7ts59lcUvq0T9CNpK,Be With Me,38,7G6hXrjGpi6I7waNl4wxAk,0.698,0.721,8,-4.268,1,0.127,0.0368,0,0.145,0.504,90.986,237853
1deLBeL88DZLohMsn0ZnVM,Make That Sound,37,7G6hXrjGpi6I7waNl4wxAk,0.507,0.565,9,-6.968,0,0.0838,0.276,0,0.0724,0.565,118.149,247627
0IvTGWbNnCiUi9IOF7ye3F,I Like It,57,4p07QU02SrLsaORo25h2Lg,0.826,0.656,9,-8.529,1,0.0617,0.0101,1.13e-4,0.0272,0.852,129.963,251040
4ezCgrQaMkMhzp2UsqlPU4,Peace,55,4p07QU02SrLsaORo25h2Lg,0.645,0.379,8,-8.793,1,0.0448,0.637,0,0.135,0.583,97.903,194884
57e6uXT6yqldtQXTCtVVAz,Come With Me,53,4p07QU02SrLsaORo25h2Lg,0.671,0.549,8,-7.399,1,0.0516,0.185,0,0.126,0.41,120.134,240413
3a5AVFUzkPgXdi4wrQel0t,Tsunami,52,4p07QU02SrLsaORo25h2Lg,0.476,0.509,6,-6.998,0,0.126,0.489,0,0.13,0.325,103.945,234000
2OiO85hOK8ZL6kekbs7a4R,I'm Him,51,4p07QU02SrLsaORo25h2Lg,0.789,0.588,4,-6.58,0,0.0833,0.196,0,0.0814,0.234,105.03,192820
79LpcrCVt3sYsiRSHmH1H9,Good Life (feat. Rick Ross),49,4p07QU02SrLsaORo25h2Lg,0.776,0.579,11,-8.473,1,0.256,0.256,2.7e-6,0.229,0.596,139.974,236893
4xpv6VeqVkVwJqAXk5iH3c,Crazy,48,4p07QU02SrLsaORo25h2Lg,0.8,0.388,8,-10.199,1,0.107,0.372,0,0.137,0.49,107.133,183379
4UShquGkpcVgUXzeOeXygW,You Should Be My Girl,48,4p07QU02SrLsaORo25h2Lg,0.666,0.477,9,-8.151,1,0.183,0.126,1.77e-6,0.106,0.654,180.04,236312
65POe3qIlqf2lzeUlNz0s0,Face to Face,47,4p07QU02SrLsaORo25h2Lg,0.722,0.226,6,-14.15,0,0.46,0.422,0,0.121,0.107,111.93,178495
6bM84pH7jbjO6978uZVAwR,Expiration Date,46,4p07QU02SrLsaORo25h2Lg,0.575,0.388,9,-6.159,0,0.0383,0.885,0,0.154,0.435,114.566,168944
0W4NhJhcqKCqEP2GIpDCDq,Love,75,1vfezMIyCr4XUdYRaKIKi3,0.688,0.519,5,-4.285,1,0.0283,0.064,0,0.1,0.318,116.714,255333
2RqZFOLOnzVmHUX7ZMcaES,Let It Go,67,1vfezMIyCr4XUdYRaKIKi3,0.806,0.721,10,-5.167,0,0.215,0.197,0,0.209,0.781,94.967,238333
3Cn1FSSTXeQ7hCfrbizrD0,Last Night,57,1vfezMIyCr4XUdYRaKIKi3,0.916,0.849,3,-5.034,0,0.0639,0.166,1.93e-4,0.0859,0.974,121.002,255773
5tFDgH6do20IXdSoNBAmXK,I Should Have Cheated,59,1vfezMIyCr4XUdYRaKIKi3,0.436,0.533,2,-4.266,0,0.0472,0.265,0,0.332,0.366,130.768,327693
0nJZDtAaqO7o9mb6YoBfqO,Playa Cardz Right,55,1vfezMIyCr4XUdYRaKIKi3,0.626,0.59,0,-5.547,0,0.0366,0.0392,0,0.254,0.192,86.078,291240
2E90KUsor4U2abOJGFKtfx,Heaven Sent,54,1vfezMIyCr4XUdYRaKIKi3,0.642,0.742,2,-3.614,0,0.0429,0.0832,0,0.0887,0.407,78.858,232880
1yTfczdv9qGCfJpZF3y4yQ,Shoulda Let You Go,54,1vfezMIyCr4XUdYRaKIKi3,0.725,0.594,2,-5.243,1,0.0496,0.0939,0,0.22,0.25,91.794,220867
1dObJGQUgJ7tWxJ0byON6W,I Remember,52,1vfezMIyCr4XUdYRaKIKi3,0.422,0.736,5,-4.426,0,0.049,0.203,0,0.102,0.303,129.278,260093
45X85iBlHpnMfJYp6pAR57,This Is Us,52,1vfezMIyCr4XUdYRaKIKi3,0.671,0.67,8,-4.538,1,0.0537,0.228,0,0.227,0.582,93.765,196160
066H3CmDCFuQU1fwsecCDc,Trust,51,1vfezMIyCr4XUdYRaKIKi3,0.4,0.613,3,-4.697,0,0.0405,0.231,0,0.0856,0.567,141.286,253320
6QHXcb0eFwOKZOZ9bOFmxm,Toxic Pony,76,7r8RF1tN2A4CiGEplkp1oP,0.775,0.652,0,-9.906,1,0.152,0.00757,5.98e-4,0.105,0.922,143.08,198042
6mz1fBdKATx6qP4oP1I65G,Pony,74,7r8RF1tN2A4CiGEplkp1oP,0.749,0.605,8,-9.359,0,0.086,0.0018600000000000001,0.0381,0.115,0.966,142.024,251733
0Uyh92tLyb9JawG8lmWCzJ,Differences,68,7r8RF1tN2A4CiGEplkp1oP,0.562,0.594,3,-4.578,0,0.0558,0.318,0,0.311,0.423,62.876,265533
2zbjlcLi1VQWqDNYdhyx1l,So Anxious,67,7r8RF1tN2A4CiGEplkp1oP,0.733,0.395,6,-11.959,0,0.0366,0.279,2.37e-6,0.468,0.661,96.085,276067
5FR54UnizyI8pE5E9Zb0Dt,Pony,63,7r8RF1tN2A4CiGEplkp1oP,0.544,0.648,8,-8.079,0,0.29,0.0068,9.19e-4,0.503,0.956,142.026,324800
5ojJNnX5ND2gMGojPd3NiO,In Those Jeans,60,7r8RF1tN2A4CiGEplkp1oP,0.691,0.541,1,-5.873,1,0.0776,0.508,0,0.0753,0.319,127.683,243307
6De63WRULDaa1fxOyLilnv,Stingy,53,7r8RF1tN2A4CiGEplkp1oP,0.622,0.573,1,-6.934,0,0.0547,0.26,0,0.173,0.617,127.132,259493
1iIsl8Z9WG4V5DarICRCja,Same Ol' G,48,7r8RF1tN2A4CiGEplkp1oP,0.833,0.338,5,-12.831,1,0.127,0.0375,0,0.0459,0.73,81.822,259667
6t8JpJtI0PgVRSuMDGWZlH,None Of Ur Friends Business,46,7r8RF1tN2A4CiGEplkp1oP,0.83,0.414,9,-11.136,0,0.197,0.243,0,0.627,0.556,99.234,365800
2KIxyCvBR4u1f9B2IRdlXX,Love You More,46,7r8RF1tN2A4CiGEplkp1oP,0.661,0.422,8,-6.918,0,0.0282,0.0881,3.03e-6,0.164,0.426,117.006,241373
6Nq5lE0CeOAAAqN4qhkbZU,Suga Suga,75,12PSlydMSjEHzSCj9X5qv7,0.662,0.748,5,-3.041,0,0.268,0.688,8.43e-6,0.0841,0.535,82.331,239027
0x1LCpY9Rgeq97VPajm81B,Cyclone (feat. T-Pain) - Main,64,12PSlydMSjEHzSCj9X5qv7,0.644,0.725,11,-4.618,1,0.0701,0.0112,0,0.146,0.584,77.977,222053
6EfyEbyk4XjCisJz90V8Ki,"Baby, I'm Back",57,12PSlydMSjEHzSCj9X5qv7,0.901,0.392,9,-4.414,0,0.105,0.0525,0,0.102,0.761,100.014,219187
2U6sE7z0YeIfLbPfciNDLO,Light Up Light Up,53,12PSlydMSjEHzSCj9X5qv7,0.666,0.468,0,-9.231,1,0.22,0.467,0,0.25,0.379,150.011,247440
58a3FttBNLveeYAC983XEs,Cyclone (feat. T-Pain),52,12PSlydMSjEHzSCj9X5qv7,0.647,0.715,11,-5.613,1,0.043,0.0149,0,0.141,0.561,77.97,237680
7IUv36NL5erXotT7sTQ5MD,Do You Love,45,12PSlydMSjEHzSCj9X5qv7,0.614,0.577,7,-5.765,1,0.0307,0.514,4.25e-5,0.151,0.541,140.105,270856
6brGEL5xDlBWnjyVW22typ,Shorty DooWop,45,12PSlydMSjEHzSCj9X5qv7,0.812,0.566,0,-6.808,1,0.0733,0.378,0,0.135,0.832,99.029,198893
1bu8uvD3hSyIX0sHxdvX5H,Don't Stop (feat. Keith Sweat),45,12PSlydMSjEHzSCj9X5qv7,0.782,0.772,2,-6.829,1,0.03,2.56e-4,4.7e-4,0.102,0.294,100.021,232240
371GoHoueVN53jY8MoWufq,What Is It (feat. Sean Kingston),45,12PSlydMSjEHzSCj9X5qv7,0.738,0.755,8,-5.728,1,0.0391,0.0272,0,0.273,0.19,93.047,201120
1NsKadeL8hx5PO0e4jvAMg,Certified Freak,41,12PSlydMSjEHzSCj9X5qv7,0.758,0.587,7,-7.147,0,0.0918,0.222,0,0.0512,0.726,97.038,254027
3jEqrIfwKO0M8ALu3TGilF,Like You (feat. Ciara),67,7352aRY2mqSxBZwzUb6LmA,0.714,0.6,6,-8.365,1,0.0876,0.0465,0,0.0646,0.504,82.017,205840
4GtvQ52U6f9LGkwjAqL60e,Ain't Thinkin' 'Bout You,66,7352aRY2mqSxBZwzUb6LmA,0.54,0.617,1,-5.534,1,0.125,0.0113,0,0.088,0.127,116.635,230907
6oUGAx0vkBcnGzYkvw0ZsA,Shortie Like Mine (feat. Chris Brown & Johntá Austin),65,7352aRY2mqSxBZwzUb6LmA,0.758,0.642,7,-8.128,0,0.221,0.0745,0,0.191,0.701,142.078,268067
1oNToERLIN71YCPLbRIQGQ,Let Me Hold You (feat. Omarion),64,7352aRY2mqSxBZwzUb6LmA,0.815,0.662,6,-8.244,1,0.199,0.0915,4.09e-4,0.0898,0.611,151.518,248493
3LGeYNY9aWQuBJovOOowqm,Outta My System (feat. T-Pain & Johntá Austin),59,7352aRY2mqSxBZwzUb6LmA,0.772,0.59,6,-6.957,1,0.183,0.0917,0,0.101,0.743,83.998,238267
2SrXt0JJEX9PfVSZuJ6dqg,"Basketball (feat. Jermaine Dupri, Fabolous & Fundisha)",52,7352aRY2mqSxBZwzUb6LmA,0.881,0.779,7,-5.242,0,0.139,0.055,0,0.281,0.736,107.726,198373
5nwzfbcg8RPyZB72WwQBWA,Bow Wow (That's My Name) (feat. Snoop Dogg),39,7352aRY2mqSxBZwzUb6LmA,0.92,0.677,2,-3.484,1,0.266,0.216,1.68e-6,0.0981,0.939,91.939,223267
2zcjGIvtu2EKBNquStm1pp,You Can Get It All (feat. Johntá Austin) - Album Crossfade Version,51,7352aRY2mqSxBZwzUb6LmA,0.783,0.765,9,-5.227,1,0.145,0.31,0,0.0777,0.692,89.006,216840
4yDKPeWA3rJiCNbPALWJjN,Girlfriend,46,7352aRY2mqSxBZwzUb6LmA,0.725,0.795,7,-5.291,1,0.205,0.113,0,0.258,0.852,75.012,284827
5ZOfHnTDRa9NHCdscBILvn,Fresh Azimiz (feat. J-Kwon & Jermaine Dupri),49,7352aRY2mqSxBZwzUb6LmA,0.768,0.602,10,-5.656,0,0.312,0.0701,0,0.232,0.506,160.133,271133
4Ilen0VxPEsVRLpnePji8P,"Slow Down - 12"" Version",67,4HgF4KnohByNElYid7iCNb,0.568,0.732,11,-4.896,0,0.103,0.179,4.92e-6,0.401,0.626,186.048,258667
6kLZ1DzSxBkNVvdQm6CX0N,Tell Me,57,4HgF4KnohByNElYid7iCNb,0.652,0.798,4,-5.303,0,0.0512,0.44,0.00233,0.298,0.531,95.038,260067
5fJcHhfW0ngZ4qGZqJrIQh,Anonymous - Main,55,4HgF4KnohByNElYid7iCNb,0.715,0.766,8,-3.373,1,0.0322,0.0144,0,0.0544,0.597,124.991,283880
0mj0uEJDxy7gN9cbzVRCC4,Slow Down - Radio Edit,45,4HgF4KnohByNElYid7iCNb,0.649,0.851,11,-4.147,0,0.0668,0.242,0,0.688,0.574,92.992,235520
1SpUSBx8HWUCV7wLCYY8EF,Turn The Page,45,4HgF4KnohByNElYid7iCNb,0.654,0.601,1,-6.071,1,0.312,0.059,0,0.0994,0.436,128.919,262520
5xnZ1vqo2LAOge8DWtvBVk,Beep,44,4HgF4KnohByNElYid7iCNb,0.696,0.573,0,-8.531,1,0.0919,0.104,0,0.135,0.368,79.013,250973
7xsebEw02YNCnq9692b0Yd,If I Had My Way,43,4HgF4KnohByNElYid7iCNb,0.656,0.553,10,-5.793,0,0.0656,0.332,0,0.228,0.484,97.972,202467
7CT1n5cDrFpUYTJTqJFzPz,My Angel (Never Leave You),42,4HgF4KnohByNElYid7iCNb,0.711,0.462,0,-8.991,0,0.0342,0.284,0,0.102,0.531,110.987,285360
7zqr5dRe1NextD8MraVvFQ,lil' Bit,37,4HgF4KnohByNElYid7iCNb,0.819,0.718,2,-6.324,1,0.197,0.196,2.99e-6,0.0733,0.319,94,246080
2fRuaWLEbIaowDN50uuSEH,Put It In (feat. K. Michelle),36,4HgF4KnohByNElYid7iCNb,0.531,0.628,6,-5.033,0,0.049,0.387,0,0.0883,0.288,110.309,189920
4CMrdHWqic0usIZfTrKoI3,Easy,72,0XIKGBo9PnK1ApI5tZA60d,0.799,0.301,7,-11.361,1,0.185,0.195,0,0.0816,0.511,100.026,186587
2kYB66omjIRkqPx8zRPEAH,Easy,62,0XIKGBo9PnK1ApI5tZA60d,0.844,0.322,7,-11.815,1,0.192,0.203,1.98e-6,0.0848,0.531,100.017,186200
38k5xUTekY8K6yVqHkbgIo,Dead To Me,62,0XIKGBo9PnK1ApI5tZA60d,0.526,0.347,7,-10.333,1,0.13,0.694,2.51e-4,0.112,0.344,115.219,133671
69eXHDgEEQ6itzt03E7fKz,Cravin (feat. G-Eazy),60,0XIKGBo9PnK1ApI5tZA60d,0.834,0.538,4,-5.54,0,0.246,0.191,0,0.113,0.536,97.025,178907
2fwkl5Z8ujDtAh6qxEA5x0,Lil Bebe (feat. Lil Baby) - Remix,57,0XIKGBo9PnK1ApI5tZA60d,0.856,0.485,5,-5.519,0,0.0597,0.0481,0,0.108,0.0929,136.005,174720
5kWJB3rEbBnNUMyPLdtJdw,"Diamonds On Me (feat. Gunna, & Yella Beezy)",54,0XIKGBo9PnK1ApI5tZA60d,0.853,0.627,5,-7.007,1,0.0344,0.257,5.1e-6,0.108,0.654,127.011,228175
0Bpk1CQmG658ZZLtjEUkeZ,Levi High (feat. DaBaby),51,0XIKGBo9PnK1ApI5tZA60d,0.917,0.683,11,-3.965,0,0.335,0.0617,1.73e-6,0.079,0.677,142.114,143296
0g5muhDlcLIgbCMAORzR0q,Put U On,53,0XIKGBo9PnK1ApI5tZA60d,0.54,0.614,6,-5.499,1,0.163,0.18,3.91e-4,0.108,0.187,119.215,184504
6mqXhNpg539WTUFewKQz62,Easy - Unplugged,51,0XIKGBo9PnK1ApI5tZA60d,0.477,0.351,4,-5.953,0,0.0642,0.91,0,0.145,0.529,85.173,239333
5cPdJLM4dTbC3YPs2jYAoe,No Limits,50,0XIKGBo9PnK1ApI5tZA60d,0.858,0.458,6,-8.492,0,0.121,0.451,4.32e-6,0.108,0.242,133.965,100347
6qL5UWxRSQYml9O99ozoLv,Love Songs - Bonus,74,0f2YkMXwFNJNSX7MymevKE,0.641,0.355,5,-10.599,1,0.0906,0.831,8.55e-4,0.11,0.453,120.032,148640
13QU8HBEBaSTZGq1HzQe9S,Euphoria (feat. Travis Scott & Kaash Paige),65,0f2YkMXwFNJNSX7MymevKE,0.584,0.306,9,-8.401,0,0.0271,0.52,0,0.12,0.096,70.022,216004
0OixmRL2iIbWyDH6rn77M7,By My Side (feat. Kaash Paige),63,0f2YkMXwFNJNSX7MymevKE,0.75,0.578,2,-7.277,1,0.221,0.394,0,0.719,0.582,139.971,116571
1LZtjIkC9X3Ji8XylhCEa1,24 Hrs (feat. Lil Tjay),59,0f2YkMXwFNJNSX7MymevKE,0.646,0.421,8,-9.773,0,0.209,0.306,1.19e-6,0.101,0.0905,102.547,167946
5EFczt9dqrCu60udoD41Yy,Love Songs - Remix,60,0f2YkMXwFNJNSX7MymevKE,0.62,0.364,5,-12.125,1,0.155,0.71,0.00149,0.0986,0.448,119.722,150000
